CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
-6535.404209542777,-6582.856963021393,-6557.264215620067,-6614.59644014793,-125808.2912335743,-147015.11228264717,-125160.13534785931,-146320.01773357604
-6527.067008860947,-6576.196143173712,-6551.631576017329,-6609.679056367762,-125804.98317539493,-147012.34066633473,-125158.2354495806,-146318.788387631
-6517.142834322791,-6569.200047159201,-6546.8035992149835,-6606.236887721645,-125804.02205038334,-147012.36301807917,-125160.0906443704,-146321.82822487692
-6522.1496250807795,-6572.955140227693,-6549.642270760807,-6608.472062167176,-125806.57014925125,-147014.50878554687,-125161.54350776,-146322.72229465513
-6530.240956573601,-6577.961930985682,-6552.436238817721,-6609.88022206786,-125806.90542541808,-147013.88293670214,-125158.97305714764,-146318.92249809773
-6524.653020459774,-6573.223361161156,-6548.234110860123,-6605.9686667881815,-125804.08910561672,-147011.35718957867,-125156.84964142439,-146317.0896550524
-6512.180747053712,-6563.969738956659,-6541.327421823433,-6600.559544629997,-125801.31748930425,-147009.5019947889,-125157.07315886894,-146318.56487018644
-6514.795901154984,-6566.1155064243685,-6543.227320102134,-6602.280628953055,-125803.75382944988,-147011.82657621225,-125159.15187110328,-146320.46476846514
-6525.971773382637,-6574.072727450458,-6548.904663193783,-6606.326294699466,-125806.7936666958,-147013.86058495767,-125159.2412780811,-146319.12366379783
-6523.982468126115,-6572.01636696057,-6546.8035992149835,-6604.202878976212,-125805.22904458393,-147012.27361110135,-125157.56489724695,-146317.51433819704
-6512.7618924095505,-6564.01444244557,-6541.10390437888,-6600.11250974089,-125803.75382944988,-147011.80422446778,-125159.040112381,-146320.4871202096
-6514.460624988154,-6566.093154679913,-6543.450837546688,-6602.727663842162,-125807.50892251838,-147015.71577974746,-125163.33164731642,-146324.95746910066
-6525.189462326702,-6573.44687860571,-6548.703497493684,-6606.393349932832,-125810.191131853,-147017.45921581498,-125163.13048161633,-146323.37049524434
-6525.502386749075,-6572.955140227693,-6547.518855037553,-6604.806376076505,-125808.78297195233,-147015.73813149193,-125160.78354844851,-146320.64358242077
-6512.448967987177,-6563.142724411813,-6539.852206689383,-6598.570239373475,-125805.05023062829,-147012.87710820165,-125159.86712692585,-146321.00121033206
-6507.911563862749,-6559.812314487972,-6537.460570032665,-6596.849155050416,-125804.82671318373,-147013.1006256462,-125160.96236240416,-146322.54348069947
-6515.377046510822,-6564.327366867944,-6539.986317156115,-6597.9890940176365,-125805.22904458393,-147012.65359075708,-125158.6377809808,-146318.96720158664
-6518.819215156939,-6566.048451191003,-6540.500407278587,-6597.832631806449,-125804.71495446147,-147011.60305876768,-125156.4920135131,-146316.12853004082
-6507.442177229188,-6557.375974342343,-6533.7725321975395,-6592.40115790381,-125801.51865500434,-147009.16671862206,-125155.70970245716,-146316.55321318546
-6500.3119707479445,-6552.212721373167,-6529.928032151227,-6589.361320657888,-125800.51282650387,-147008.8984976886,-125156.64847572429,-146318.47546320863
-6507.911563862749,-6557.510084809075,-6533.414904286255,-6591.73060557015,-125802.36802129365,-147010.01608491136,-125156.290847813,-146317.0896550524
-6515.712322677651,-6563.075669178447,-6537.259404332567,-6594.502221882609,-125804.46908527245,-147011.31248608977,-125156.22379257964,-146315.94971608516
-6506.7716248955285,-6556.280738864034,-6531.939689152204,-6590.098928224913,-125802.05509687128,-147009.61375351116,-125155.70970245716,-146316.284992252
-6496.288656745989,-6548.301166093489,-6525.81531117145,-6585.092137466924,-125799.55170149228,-147007.89266918812,-125155.59794373489,-146317.2908207525
-6501.943648093182,-6552.100962650891,-6528.4304652727205,-6586.902628767804,-125801.07162011524,-147008.8984976886,-125155.66499896825,-146316.4861579521
-6510.52671796402,-6557.912416209271,-6532.207910085668,-6589.383672402343,-125802.61389048267,-147009.52434653335,-125154.61446697885,-146314.16157652874
-6501.42955797071,-6550.2681196055555,-6525.412979771255,-6583.3039979105,-125798.05413461378,-147005.34457032022,-125151.19465007719,-146311.47936719412
-6492.019473555026,-6543.830817202427,-6521.09909309138,-6580.487678109131,-125797.80826542477,-147005.99277090942,-125153.65334196728,-146315.32386724043
-6497.294485246478,-6548.0329451600255,-6524.630668715319,-6583.460460121687,-125801.07162011524,-147008.96555292196,-125156.04497862399,-146317.24611726357
-6507.419825484732,-6555.073744663447,-6529.615107728852,-6586.768518301073,-125803.35149804968,-147010.26195410037,-125155.35207454588,-146315.2344602626
-6504.3352847499,-6552.682108006729,-6527.581098983419,-6585.047433978014,-125802.5915387382,-147009.81491921126,-125155.08385361242,-146315.30151549596
-6492.980598566604,-6544.501369536087,-6521.769645425039,-6580.7335472981395,-125801.02691662633,-147009.23377385543,-125156.46966176864,-146318.1401870418
-6494.947552078671,-6546.133046881324,-6523.334267536911,-6582.119355454369,-125803.17268409404,-147011.29013434533,-125158.57072574744,-146320.0847888094
-6505.586982439397,-6553.687936507218,-6528.4304652727205,-6585.762689800584,-125805.65372772858,-147012.78770122383,-125157.9895803916,-146318.20724227515
-6503.217697527135,-6551.117485894858,-6525.6141454713525,-6582.879314765849,-125803.1950358385,-147010.21725061146,-125155.21796407914,-146315.2344602626
-6490.432499698699,-6541.573291012442,-6518.416883756743,-6577.246675163112,-125800.08814335921,-147008.13853837713,-125155.15090884578,-146316.46380620764
-6489.292560731478,-6541.036849145514,-6518.305125034467,-6577.291378652022,-125801.51865500434,-147009.79256746682,-125157.27432456904,-146318.90014635326
-6500.468432959132,-6549.038773660514,-6524.183633826213,-6581.649968820807,-125804.93847190602,-147012.13950063463,-125157.76606294705,-146318.11783529734
-6501.697778904174,-6549.262291105068,-6523.602488470375,-6580.532381598042,-125803.70912596097,-147010.64193375612,-125155.50853675707,-146315.41327421824
-6489.314912475934,-6539.852206689383,-6516.360523266855,-6574.676224550752,-125800.24460557039,-147008.18324186603,-125154.81563267895,-146315.97206782963
-6483.101127517358,-6534.979526398126,-6512.5830784539085,-6571.546980327008,-125798.83644566972,-147007.11035813217,-125154.72622570113,-146316.41910271873
-6495.059310800947,-6544.233148602623,-6519.825043657428,-6577.537247841031,-125803.93264340553,-147011.35718957867,-125157.36373154685,-146317.89431785277
-6500.066101558937,-6547.429448059732,-6521.6802384472185,-6578.54307634152,-125804.46908527245,-147011.35718957867,-125156.11203385735,-146315.90501259625
-6488.532601419998,-6538.466398533154,-6514.617087199341,-6572.619864060863,-125800.69164045951,-147008.36205582166,-125154.65917046777,-146315.54738468496
-6482.162354250236,-6534.174863597735,-6511.9348778647045,-6570.898779737804,-125801.07162011524,-147009.45729129997,-125157.07315886894,-146318.788387631
-6490.164278765235,-6539.852206689383,-6515.935840122204,-6573.8045065169945,-125803.59736723869,-147011.22307911195,-125157.52019375804,-146318.25194576406
-6497.249781757568,-6544.434314302721,-6518.774511668028,-6575.525590840053,-125804.46908527245,-147011.4018930676,-125156.15673734627,-146315.8379573629
-6488.197325253168,-6537.48292177712,-6513.1642238097465,-6570.831724504438,-125801.49630325989,-147009.0996633887,-125154.92739140123,-146315.41327421824
-6477.669653614718,-6529.615107728852,-6507.352770251367,-6566.137858168824,-125799.21642532546,-147007.57974476574,-125155.15090884578,-146316.79908237446
-6484.397528695766,-6534.688953720207,-6511.264325531045,-6569.289454137022,-125802.27861431583,-147010.1501953781,-125156.87199316884,-146317.80491087495
-6494.008778811548,-6541.43918054571,-6515.846433144383,-6572.597512316408,-125804.62554748364,-147011.53600353433,-125156.42495827973,-146316.12853004082
-6489.538429920487,-6538.131122366324,-6513.521851721031,-6570.719965782162,-125804.15616085008,-147011.37954132314,-125156.8943449133,-146317.22376551913
-6479.457793171143,-6531.112674607358,-6508.760930152051,-6567.344852369411,-125803.26209107187,-147011.53600353433,-125158.97305714764,-146320.64358242077
-6483.145831006269,-6533.861939175361,-6510.90669761976,-6569.1106401813795,-125805.3408033062,-147013.34649483522,-125160.31416181495,-146321.67176266573
-6492.041825299481,-6539.606337500374,-6514.415921499243,-6571.167000671268,-125806.25722482888,-147013.25708785738,-125158.2354495806,-146318.16253878624
-6486.967979308126,-6535.024229887036,-6510.14673830828,-6566.897817480304,-125802.88211141613,-147010.06078840027,-125155.15090884578,-146315.21210851814
-6473.892208801772,-6525.189462326702,-6502.614200426841,-6560.907549966282,-125799.48464625892,-147007.69150348802,-125154.72622570113,-146316.284992252
-6475.345072191367,-6526.8434914163945,-6504.178822538713,-6562.427468589243,-125801.85393117118,-147010.01608491136,-125157.11786235785,-146318.788387631
-6485.157488007247,-6533.347849052889,-6508.403302240766,-6565.1767331572455,-125803.46325677197,-147010.5525267783,-125155.73205420162,-146315.8379573629
-6484.486935673587,-6532.1855583412125,-6506.972790595626,-6563.410945345277,-125802.03274512682,-147008.96555292196,-125153.87685941183,-146313.66983815073
-6471.209999467135,-6522.216680314145,-6499.23908701409,-6557.219512131156,-125798.34470729169,-147006.3503988207,-125153.1392518448,-146314.45214920666
-6470.427688411199,-6522.171976825235,-6499.797880625472,-6558.20298888719,-125800.57988173723,-147008.83144245524,-125156.26849606854,-146317.89431785277
-6483.749328106562,-6532.431427530221,-6507.866860373839,-6564.796753501506,-125806.1454661066,-147013.50295704638,-125159.08481586991,-146319.41423647574
-6486.967979308126,-6534.398381042288,-6508.984447596604,-6565.288491879523,-125806.43603878452,-147013.39119832413,-125158.12369085834,-146317.80491087495
-6475.546237891464,-6525.882366404816,-6502.614200426841,-6560.259349377078,-125803.75382944988,-147011.58070702324,-125158.01193213605,-146318.9895533311
-6470.315929688923,-6522.216680314145,-6500.1331567923025,-6558.471209820654,-125803.75382944988,-147012.09479714572,-125159.57655424793,-146321.31413475444
-6479.100165259858,-6528.162244339257,-6504.268229516534,-6561.287529622023,-125805.76548645085,-147013.21238436847,-125159.17422284774,-146319.77186438703
-6483.592865895375,-6530.799750184983,-6505.43052022821,-6561.578102299942,-125805.45256202848,-147012.2512593569,-125157.00610363558,-146316.6873236522
-6474.8980373022605,-6524.72007569314,-6501.116633548336,-6558.359451098377,-125804.31262306127,-147011.78187272334,-125157.96722864715,-146318.74368414207
-6468.058403498937,-6520.04856110198,-6498.076796302414,-6556.39249758631,-125804.46908527245,-147012.60888726817,-125160.38121704833,-146322.00703883255
-6477.356729192345,-6527.178767583224,-6503.821194627428,-6561.10871566638,-125808.7382684634,-147016.20751812548,-125162.70579847167,-146323.39284698878
-6484.978674051604,-6532.207910085668,-6507.017494084536,-6563.098020922902,-125809.81115219728,-147016.52044254786,-125161.29763857099,-146320.91180335425
-6476.417955925222,-6525.547090237987,-6501.586020181897,-6558.493561565109,-125806.74896320689,-147014.12880589115,-125159.86712692585,-146320.2412510206
-6467.99134826557,-6519.869747146338,-6497.875630602316,-6556.1913318862125,-125806.83837018472,-147015.0005239249,-125162.6387432383,-146324.17515804473
-6471.880551800794,-6522.350790780877,-6499.261438758545,-6556.861884219871,-125807.57597775174,-147015.22404136945,-125162.03524613801,-146322.94581209967
-6479.323682704411,-6526.888194905305,-6501.675427159718,-6557.912416209271,-125807.55362600728,-147014.12880589115,-125159.12951935883,-146318.81073937545
-6473.0204907680145,-6521.590831469397,-6497.138023035291,-6553.799695229494,-125804.53614050582,-147011.49130004543,-125157.07315886894,-146317.11200679684
-6461.665804584719,-6513.275982532023,-6491.147755521269,-6549.239939360612,-125802.41272478257,-147010.48547154493,-125158.07898736943,-146319.34718124237
-6465.666766842219,-6516.539337222498,-6494.008778811548,-6551.810389972972,-125805.36315505067,-147013.23473611294,-125160.40356879278,-146321.38118998782
-6475.501534402554,-6523.200157070179,-6498.367368980333,-6554.58200628543,-125807.06188762927,-147013.83823321323,-125158.9954088921,-146318.52016669753
-6472.864028556827,-6520.897927391283,-6496.154546279257,-6552.547997539998,-125805.58667249522,-147012.40772156807,-125157.56489724695,-146317.35787598585
-6460.838790039872,-6512.024284842526,-6489.717243876129,-6547.697668993195,-125803.26209107187,-147011.02191341185,-125158.21309783615,-146319.36953298684
-6459.698851072651,-6511.107863319858,-6488.912581075738,-6546.870654448349,-125803.35149804968,-147011.29013434533,-125158.70483621418,-146319.95067834266
-6472.126420989803,-6520.316782035445,-6495.819270112428,-6552.346831839899,-125807.6430329851,-147014.59819252472,-125160.11299611485,-146319.92832659822
-6472.394641923266,-6520.070912846436,-6495.104014289858,-6551.2962998505,-125806.68190797353,-147013.41355006857,-125158.4366152807,-146317.91666959724
-6459.117705716813,-6509.8785173748165,-6487.124441519313,-6544.76959046955,-125802.68094571603,-147010.30665758927,-125157.27432456904,-146318.1848905307
-6453.797990536451,-6505.43052022821,-6483.481107173098,-6541.617994501352,-125800.91515790406,-147008.92084943305,-125156.536717002,-146317.82726261942
-6461.33052841789,-6510.14673830828,-6486.0515577854585,-6542.757933468572,-125800.91515790406,-147008.00442791037,-125153.85450766738,-146313.9380590842
-6462.023432496004,-6509.47618597462,-6484.397528695766,-6540.232186345123,-125798.23294856942,-147004.78577670883,-125149.69708319868,-146309.1324340263
-6451.339298646367,-6501.697778904174,-6478.47431641511,-6535.806540942972,-125795.97542237943,-147003.37761680814,-125149.96530413214,-146310.60764916035
-6446.9583567331265,-6498.993217825082,-6477.155563492247,-6535.404209542777,-125797.36123053567,-147005.27751508684,-125152.96043788917,-146314.36274222884
-6458.357746405333,-6507.844508629383,-6484.3304734624,-6541.327421823433,-125802.56918699374,-147009.74786397791,-125155.8885164128,-146316.10617829635
-6464.325662174901,-6511.756063909062,-6486.632703141297,-6542.601471257386,-125803.1950358385,-147009.63610525563,-125154.4356530232,-146313.71454163964
-6453.954452747638,-6503.66473241624,-6480.217752482624,-6537.125293865835,-125799.61875672564,-147006.77508196534,-125153.09454835589,-146313.3345619839
-6446.980708477582,-6499.015569569537,-6477.356729192345,-6535.404209542777,-125800.02108812584,-147007.93737267703,-125155.73205420162,-146317.02259981903
-6456.547255104453,-6506.52575570652,-6483.458755428643,-6540.701572978684,-125804.80436143928,-147012.13950063463,-125158.794243192,-146319.2354225201
-6465.510304631031,-6512.784244154006,-6487.7502903640625,-6543.786113713517,-125806.92777716253,-147013.41355006857,-125158.34720830289,-146317.64844866376
-6458.916540016716,-6507.911563862749,-6483.9951972955705,-6540.790979956506,-125805.36315505067,-147012.31831459026,-125158.16839434725,-146318.11783529734
-6448.925310245194,-6500.7813573815065,-6479.033110026492,-6537.2370525881115,-125804.17851259453,-147012.0500936568,-125159.75536820358,-146320.8894516098
